key,source,translation
gerry_for_14_16cs_2,"Amazing. Okay, let's get to the next artifact.",อัศจรรย์ โอเค ไปที่วัตถุประดิษฐ์ต่อไป
gerry_for_14_16cs_3,An <ancient pickaxe>. And... it belongs to <Koukol>.,<อีเต้อโบราณ> แล้วก็... เป็นของ <คูคอล>
gerry_for_14_16cs_4,I also see here that we need the <ancient keys> to the prison cell.,ตรงนี้บอกว่าเราต้องใช้ <กุญแจโบราณ> ของห้องขังด้วย
gerry_for_14_16cs_5,And... they are in <Adam's home>. That right?,แล้ว... อยู่ใน <บ้านอดัม> ใช่ไหม?
gerry_for_14_16cs_6,"Cool, you're a quick study!",เยี่ยม! แกเรียนรู้เร็วดีนี่
gerry_for_14_16cs_7,Let me look. Damn! The ink ran...,ขอดูหน่อย ให้ตายสิ! หมึกเลอะหมดแล้ว...
gerry_for_14_16cs_8,The machine says <Witch Hill>. Try to dig around there.,เครื่องบอก <เนินแม่มด>ลองขุดไปรอบๆนั่น
task_dlc_stories_ask_koukold,Ask Koukol about the ancient pickaxe.,ถามคูคอลเรื่องอีเต้อโบราณ
task_dlc_stories_enter_adam_h,Get inside Adam's house and find the ancient keys.,เข้าไปหากุญแจโบราณในบ้านอดัม
task_dlc_stories_dig_out_pile_wh,Dig something up on Witch Hill.,ขุดหาของบนเนินแม่มด
@gerry_before_14cs_1,Give him the ancient pickaxe.,ส่งอีเต้อโบราณให้เขา
gerry_before_14cs_2,Do you have any idea what I had to do to get this <pickaxe>?,รู้ไหมว่าฉันต้องทำอะไรบ้างกว่าจะได้ <อีเต้อ> นี่มา?
gerry_before_14cs_3,Mmmm... No idea.,ไม่รู้สิ
gerry_before_14cs_4,I'm so tired. So very tired.,ฉันเหนื่อยมากๆ
gerry_after_14cs_1,"Ha ha, that was a mistake. A bi-i-ig mistake!",ฮ่า ฮ่า นั่นเป็นความผิดพลาด ความผิดพลาดครั้งใหญ่!
gerry_after_14cs_2,Why do you say that?,ทําไมคุณถึงพูดแบบนั้น
gerry_after_14cs_3,Oh sard... Let's watch some more.,โธ่เว้ย... ดูต่ออีกหน่อยเถอะ
gerry_after_14cs_4,"But anyway, those guys <Jove> and <Lucius> are cool!",แต่ยังไง <โจฟ> กับ <ลูเซียส> ก็เจ๋งจริงๆ!
gerry_after_14cs_5,From nothing they rose up to become King and pontiff!,จากไม่มีอะไร ก้าวขึ้นเป็นกษัตริย์กับสังฆราชได้!
@gerry_before_15cs_1,Give him the ancient keys.,มอบกุญแจโบราณให้เขา
gerry_before_15cs_2,"Hm, you smell like <honey>! You having a nice rest?",อืม ตัวแกมีกลิ่น <น้ำผึ้ง>! ไปพักผ่อนมาสบายเลยสิ?
gerry_before_15cs_3,Very nearly. I almost ate Dig's <poisoned cake>.,เกือบไปแล้ว ฉันแทบจะกิน <เค้กพิษ> ของดิกเข้าไป
gerry_before_15cs_4,"Oh, he's crazy. Don't pay any attention to him!",โอ้ เขาบ้า อย่าสนใจเขาเลย
gerry_after_15cs_1,Oh my! The <red-eyed man> held me here after the <Great Blast>!,โอ้! <ชายตาแดง> ขังข้าไว้ที่นี่หลัง <มหาระเบิด>!
gerry_after_15cs_2,Because I told the <Keeper> something that I was forbidden to tell...,เพราะข้าบอก <ผู้ดูแลสุสาน> ในสิ่งที่ถูกห้ามไม่ให้บอก...
gerry_after_15cs_3,And what is forbidden to tell the <Keepers>?,แล้วห้ามบอกอะไรกับ <ผู้ดูแลสุสาน>?
gerry_after_15cs_4,Err... I forgot. But it doesn't matter.,เอ่อ... ลืมแล้ว แต่ไม่สำคัญหรอก
gerry_after_15cs_5,"So... after that, he buried me. And you dug me up. The end!",แล้วเขาก็ฝังข้าไว้ แกมาขุดข้าขึ้นมา จบ!
@gerry_before_16cs_1,Give him the <clay pot of tar>.,ส่ง <หม้อดินใส่น้ำมันดิน> ให้เขา
gerry_before_16cs_2,"Yeah, it works!",ใช่ มันได้ผล
@gerry_before_16cs_1wrong_1,Give the <carved piece of marble>,ส่ง <หินอ่อนแกะสลัก>
@gerry_before_16cs_1wrong_2,Give the <sulfur>,ส่ง <กำมะถัน>
@gerry_before_16cs_1wrong_3,Give the <gold nugget>,เอาไป <ก้อนทอง>
gerry_before_16cs_1after_wrong,"Nope, that doesn't work. You dig up anything else?",ไม่ อันนี้ใช้ไม่ได้ แกขุดเจออย่างอื่นอีกไหม?
gerry_after_16cs_1,"By the way, have you heard the story about <king Jove>... <Joe the First>?",อ้อ เคยได้ยินเรื่อง <กษัตริย์โจฟ>... <โจที่หนึ่ง> ไหม?
gerry_after_16cs_2,"No, I haven't.",ไม่ ผมไม่ได้
gerry_after_16cs_3,Listen! He ruled a long time. Incredibly long.,ฟังนะ เขาปกครองมานานมากๆ
gerry_after_16cs_4,So his <impatient heir> had to cut off Dad's head.,<รัชทายาทใจร้อน> ของเขาเลยต้องตัดหัวพ่อตัวเอง
gerry_after_16cs_5,But! He was greatly afraid of his Dad's resurrection.,แต่เขายังกลัวเรื่องการฟื้นคืนชีพของพ่อ
gerry_after_16cs_6,So he ordered Dad's head to be buried separately from his body! Ha ha!,เขาเลยสั่งให้ฝังหัวพ่อแยกจากร่าง
gerry_for_17_18cs_1,An amazing story. What does the machine say?,เรื่องราวที่น่าทึ่ง แมชชีนบอกว่าไง
gerry_for_17_18cs_2,It says <Priestess' Ring>. And...,เขียนว่า <แหวนนักบวชหญิง> แล้วก็...
gerry_for_17_18cs_3,"It belongs to the <Farmer's wife>. But she's dead, right?",มันเป็นของ <ภรรยาชาวนา>แต่เธอตายแล้ว ใช่มั้ย
gerry_for_17_18cs_4,I'll try to talk to the <Farmer>. Anything else?,ฉันจะพยายามพูดกับ <ชาวนา>มีอะไรอีกไหม
gerry_for_17_18cs_5,"Ah, yes. The <Priest's signet>. Old Dig has it.",อ้อ ใช่ <แหวนตรานักบวช> ตาแก่ดิกมีอยู่
task_dlc_stories_farmer_ring,"Ask the Farmer about his deceased wife, and get her ring.",ถามชาวนาเรื่องภรรยาที่ล่วงลับ แล้วขอแหวนของนาง
task_dlc_stories_priests_signet,Take the priest's signet from Dig.,ขอแหวนตรานักบวชจากดิก
@gerry_before_17cs_1,Give him the priestess' ring.,ส่งแหวนนักบวชหญิงให้เขา
gerry_before_17cs_2,"Listen, the <Farmer's wife> is Bella!",นี่ <ภรรยาของชาวนา> คือเบลลา!
gerry_before_17cs_3,<Bella>? Clotho and Chain's priestess-sister?,<เบลลา> เหรอ? นักบวชหญิงที่เป็นพี่น้องกับโคลโธและเชนน่ะนะ?
gerry_before_17cs_4,Exactly! Here's her <ring>.,ใช่แล้ว นี่เธอ <แหวน>.
gerry_after_17cs_1,Do you want to keep watching?,อยากดูต่อมั้ย?
gerry_after_17cs_2,"I feel like this thing is mocking me! Where am I, in these images of the past?!",เครื่องนี่ล้อข้าเล่นหรือไง! ในภาพอดีตพวกนี้ ข้าอยู่ตรงไหนกันแน่?!
gerry_after_17cs_3,Maybe it's broken?,หรือเครื่องจะเสีย?
gerry_after_17cs_4,Maybe. Or maybe I have no past. And that grave somehow... hmm... gave birth to me!,อาจจะ หรือข้าไม่มีอดีต แล้วหลุมศพนั่นก็... อืม... ให้กำเนิดข้าขึ้นมา!
